Category,Team/All_Teams,Place,Record,Year,Team
Total Yards Allowed,4,19,3313,2030,4
Total Yards Allowed,4,20,3321,2026,4
Total Yards Allowed,4,21,3322,2033,4
Total Yards Allowed,4,22,3330,2024,4
Total Yards Allowed,4,23,3335,2054,4
Total Yards Allowed,4,24,3336,2066,4
Total Yards Allowed,4,25,3356,2064,4
Total Yards Allowed,4,26,3358,2038,4
Total Yards Allowed,4,27,3358,2051,4
Total Yards Allowed,4,28,3377,2052,4
Total Yards Allowed,4,29,3399,2022,4
Total Yards Allowed,4,30,3419,2021,4
Total Yards Allowed,4,31,3429,2062,4
Total Yards Allowed,4,32,3437,2047,4
Total Yards Allowed,4,33,3455,2055,4
Total Yards Allowed,4,34,3470,2040,4
Total Yards Allowed,4,35,3478,2068,4
Total Yards Allowed,4,36,3480,2044,4
Total Yards Allowed,4,37,3495,2034,4
Total Yards Allowed,4,38,3499,2061,4
Total Yards Allowed,4,39,3512,2046,4
Total Yards Allowed,4,40,3540,2031,4
Total Yards Allowed,4,41,3551,2039,4
Total Yards Allowed,4,42,3565,2037,4
Total Yards Allowed,4,43,3566,2029,4
Total Yards Allowed,4,44,3601,2023,4
Total Yards Allowed,4,45,3612,2027,4
Total Yards Allowed,4,46,3626,2025,4
Total Yards Allowed,4,47,3636,2041,4
Total Yards Allowed,4,48,3769,2067,4
Total Yards Allowed,4,49,3806,2063,4
Pass Attempts,4,0,396,2036,4
Pass Attempts,4,1,395,2060,4
Pass Attempts,4,2,388,2038,4
Pass Attempts,4,3,382,2022,4
Pass Attempts,4,4,382,2057,4
Pass Attempts,4,5,381,2034,4
Pass Attempts,4,6,380,2062,4
Pass Attempts,4,7,376,2024,4
Pass Attempts,4,8,374,2026,4
Pass Attempts,4,9,373,2037,4
Pass Attempts,4,10,373,2053,4
Pass Attempts,4,11,373,2056,4
Pass Attempts,4,12,373,2059,4
Pass Attempts,4,13,370,2021,4
Pass Attempts,4,14,369,2054,4
Pass Attempts,4,15,367,2055,4
Pass Attempts,4,16,366,2065,4
Pass Attempts,4,17,363,2068,4
Pass Attempts,4,18,361,2033,4
Pass Attempts,4,19,358,2025,4
Pass Attempts,4,20,358,2050,4
Pass Attempts,4,21,354,2035,4
Pass Attempts,4,22,353,2020,4
Pass Attempts,4,23,353,2027,4
Pass Attempts,4,24,353,2064,4
Pass Attempts,4,25,353,2066,4
Pass Attempts,4,26,350,2023,4
Pass Attempts,4,27,350,2040,4
Pass Attempts,4,28,350,2045,4
Pass Attempts,4,29,349,2058,4
Pass Attempts,4,30,348,2029,4
Pass Attempts,4,31,346,2031,4
Pass Attempts,4,32,346,2043,4
Pass Attempts,4,33,345,2061,4
Pass Attempts,4,34,343,2039,4
Pass Attempts,4,35,343,2046,4
Pass Attempts,4,36,342,2042,4
Pass Attempts,4,37,338,2063,4
Pass Attempts,4,38,336,2032,4
Pass Attempts,4,39,335,2047,4
Pass Attempts,4,40,335,2048,4
Pass Attempts,4,41,335,2052,4
Pass Attempts,4,42,334,2069,4
Pass Attempts,4,43,326,2044,4
Pass Attempts,4,44,326,2067,4
Pass Attempts,4,45,324,2049,4
Pass Attempts,4,46,323,2028,4
Pass Attempts,4,47,323,2051,4
Pass Attempts,4,48,321,2041,4
Pass Attempts,4,49,318,2030,4
Rush Attempts,4,0,330,2052,4
Rush Attempts,4,1,328,2051,4
Rush Attempts,4,2,317,2049,4
Rush Attempts,4,3,302,2048,4
Rush Attempts,4,4,301,2045,4
Rush Attempts,4,5,300,2028,4
Rush Attempts,4,6,300,2043,4
Rush Attempts,4,7,299,2036,4
Rush Attempts,4,8,299,2041,4
Rush Attempts,4,9,293,2035,4
Rush Attempts,4,10,293,2050,4
Rush Attempts,4,11,290,2027,4
Rush Attempts,4,12,290,2039,4
Rush Attempts,4,13,287,2065,4
Rush Attempts,4,14,283,2037,4
Rush Attempts,4,15,283,2069,4
Rush Attempts,4,16,281,2042,4
Rush Attempts,4,17,280,2030,4
Rush Attempts,4,18,278,2046,4
Rush Attempts,4,19,275,2063,4
Rush Attempts,4,20,274,2032,4
Rush Attempts,4,21,273,2023,4
Rush Attempts,4,22,273,2026,4
Rush Attempts,4,23,273,2053,4
Rush Attempts,4,24,273,2059,4
Rush Attempts,4,25,272,2044,4
Rush Attempts,4,26,271,2058,4
Rush Attempts,4,27,270,2029,4
Rush Attempts,4,28,270,2047,4
Rush Attempts,4,29,268,2020,4
Rush Attempts,4,30,268,2067,4
Rush Attempts,4,31,267,2062,4
Rush Attempts,4,32,266,2021,4
Rush Attempts,4,33,262,2056,4
Rush Attempts,4,34,261,2022,4
Rush Attempts,4,35,261,2033,4
Rush Attempts,4,36,261,2061,4
Rush Attempts,4,37,261,2064,4
Rush Attempts,4,38,257,2024,4
Rush Attempts,4,39,257,2031,4
Rush Attempts,4,40,256,2025,4
Rush Attempts,4,41,256,2060,4
Rush Attempts,4,42,254,2038,4
Rush Attempts,4,43,253,2040,4
Rush Attempts,4,44,253,2057,4
Rush Attempts,4,45,249,2066,4
Rush Attempts,4,46,247,2054,4
Rush Attempts,4,47,240,2034,4
Rush Attempts,4,48,240,2068,4
Rush Attempts,4,49,227,2055,4
Points Scored,5,0,248,2048,5
Points Scored,5,1,235,2051,5
Points Scored,5,2,231,2047,5
Points Scored,5,3,229,2025,5
Points Scored,5,4,229,2027,5
Points Scored,5,5,228,2040,5
Points Scored,5,6,216,2045,5
Points Scored,5,7,213,2052,5
Points Scored,5,8,212,2023,5
Points Scored,5,9,210,2042,5
Points Scored,5,10,208,2022,5
Points Scored,5,11,208,2050,5
Points Scored,5,12,206,2041,5
Points Scored,5,13,205,2026,5
Points Scored,5,14,205,2064,5
Points Scored,5,15,203,2062,5
Points Scored,5,16,201,2037,5
Points Scored,5,17,201,2069,5
Points Scored,5,18,200,2029,5
Points Scored,5,19,200,2056,5
Points Scored,5,20,198,2065,5
Points Scored,5,21,196,2038,5
Points Scored,5,22,195,2053,5
Points Scored,5,23,195,2054,5
Points Scored,5,24,193,2046,5
Points Scored,5,25,193,2066,5
Points Scored,5,26,191,2021,5
Points Scored,5,27,191,2059,5
Points Scored,5,28,190,2028,5
Points Scored,5,29,187,2043,5
Points Scored,5,30,186,2044,5
Points Scored,5,31,183,2068,5
Points Scored,5,32,181,2049,5
Points Scored,5,33,180,2024,5
Points Scored,5,34,180,2034,5
Points Scored,5,35,180,2058,5
Points Scored,5,36,177,2057,5
Points Scored,5,37,175,2067,5
Points Scored,5,38,170,2055,5
Points Scored,5,39,161,2030,5
Points Scored,5,40,158,2020,5
Points Scored,5,41,158,2061,5
Points Scored,5,42,158,2063,5
Points Scored,5,43,148,2032,5
Points Scored,5,44,148,2060,5
Points Scored,5,45,143,2033,5
Points Scored,5,46,136,2039,5
Points Scored,5,47,131,2036,5
Points Scored,5,48,130,2035,5
Points Scored,5,49,120,2031,5
Points Allowed,5,0,153,2051,5
Points Allowed,5,1,166,2042,5
Points Allowed,5,2,168,2034,5
Points Allowed,5,3,172,2054,5
Points Allowed,5,4,178,2041,5
Points Allowed,5,5,181,2046,5
Points Allowed,5,6,185,2052,5
Points Allowed,5,7,186,2056,5
Points Allowed,5,8,188,2025,5
Points Allowed,5,9,188,2047,5
Points Allowed,5,10,188,2048,5
Points Allowed,5,11,189,2022,5
Points Allowed,5,12,191,2020,5
Points Allowed,5,13,193,2043,5
Points Allowed,5,14,198,2050,5
Points Allowed,5,15,204,2040,5
Points Allowed,5,16,205,2033,5
Points Allowed,5,17,206,2031,5
Points Allowed,5,18,210,2038,5
Points Allowed,5,19,211,2021,5
Points Allowed,5,20,212,2026,5
Points Allowed,5,21,213,2044,5
Points Allowed,5,22,213,2045,5
Points Allowed,5,23,215,2049,5
Points Allowed,5,24,216,2023,5
Points Allowed,5,25,219,2057,5
Points Allowed,5,26,219,2060,5
Points Allowed,5,27,220,2028,5
Points Allowed,5,28,221,2068,5
Points Allowed,5,29,222,2037,5
Points Allowed,5,30,222,2062,5
Points Allowed,5,31,226,2032,5
Points Allowed,5,32,229,2064,5
Points Allowed,5,33,230,2055,5
Points Allowed,5,34,233,2069,5
Points Allowed,5,35,238,2035,5
Points Allowed,5,36,238,2065,5
Points Allowed,5,37,242,2029,5
Points Allowed,5,38,243,2024,5
Points Allowed,5,39,246,2058,5
Points Allowed,5,40,246,2066,5
Points Allowed,5,41,251,2030,5
Points Allowed,5,42,251,2036,5
Points Allowed,5,43,258,2053,5
Points Allowed,5,44,266,2039,5
Points Allowed,5,45,268,2027,5
Points Allowed,5,46,268,2059,5
Points Allowed,5,47,285,2061,5
Points Allowed,5,48,293,2067,5
Points Allowed,5,49,295,2063,5
Passing Yards,5,0,2800,2026,5
Passing Yards,5,1,2453,2056,5
Passing Yards,5,2,2443,2029,5
Passing Yards,5,3,2412,2023,5
Passing Yards,5,4,2392,2064,5
Passing Yards,5,5,2363,2059,5
Passing Yards,5,6,2361,2047,5
Passing Yards,5,7,2355,2027,5
Passing Yards,5,8,2351,2044,5
Passing Yards,5,9,2348,2067,5
Passing Yards,5,10,2341,2022,5
Passing Yards,5,11,2307,2058,5
Passing Yards,5,12,2290,2052,5
Passing Yards,5,13,2282,2066,5
Passing Yards,5,14,2267,2051,5
Passing Yards,5,15,2265,2069,5
Passing Yards,5,16,2248,2024,5
Passing Yards,5,17,2200,2025,5
Passing Yards,5,18,2185,2055,5
Passing Yards,5,19,2181,2040,5
Passing Yards,5,20,2161,2062,5
Passing Yards,5,21,2142,2068,5
Passing Yards,5,22,2131,2028,5
Passing Yards,5,23,2131,2037,5
Passing Yards,5,24,2127,2042,5
Passing Yards,5,25,2112,2065,5
Passing Yards,5,26,2105,2048,5
Passing Yards,5,27,2093,2041,5
Passing Yards,5,28,2090,2030,5
Passing Yards,5,29,2081,2054,5
Passing Yards,5,30,2068,2063,5
Passing Yards,5,31,2063,2061,5
Passing Yards,5,32,2056,2060,5
Passing Yards,5,33,2055,2043,5
Passing Yards,5,34,2051,2034,5
Passing Yards,5,35,2051,2045,5
Passing Yards,5,36,2045,2049,5
Passing Yards,5,37,2035,2038,5
Passing Yards,5,38,2031,2021,5
Passing Yards,5,39,2029,2020,5
Passing Yards,5,40,2029,2050,5
Passing Yards,5,41,2013,2032,5
Passing Yards,5,42,2007,2057,5
Passing Yards,5,43,1979,2036,5
Passing Yards,5,44,1952,2046,5
Passing Yards,5,45,1914,2039,5
Passing Yards,5,46,1866,2033,5
Passing Yards,5,47,1845,2053,5
Passing Yards,5,48,1765,2031,5
Passing Yards,5,49,1750,2035,5
Passing Yards Allowed,5,0,1988,2043,5
Passing Yards Allowed,5,1,2041,2064,5
Passing Yards Allowed,5,2,2086,2020,5
Passing Yards Allowed,5,3,2086,2049,5
Passing Yards Allowed,5,4,2102,2027,5
Passing Yards Allowed,5,5,2111,2056,5
Passing Yards Allowed,5,6,2121,2055,5
Passing Yards Allowed,5,7,2125,2057,5
Passing Yards Allowed,5,8,2143,2022,5
Passing Yards Allowed,5,9,2146,2062,5
Passing Yards Allowed,5,10,2160,2044,5
Passing Yards Allowed,5,11,2165,2068,5
Passing Yards Allowed,5,12,2174,2053,5
Passing Yards Allowed,5,13,2175,2031,5
Passing Yards Allowed,5,14,2180,2034,5
Passing Yards Allowed,5,15,2181,2033,5
Passing Yards Allowed,5,16,2183,2052,5
Passing Yards Allowed,5,17,2201,2060,5
Passing Yards Allowed,5,18,2212,2032,5
Passing Yards Allowed,5,19,2216,2025,5
Passing Yards Allowed,5,20,2216,2051,5
Passing Yards Allowed,5,21,2218,2042,5
Passing Yards Allowed,5,22,2224,2029,5
Passing Yards Allowed,5,23,2226,2035,5
Passing Yards Allowed,5,24,2246,2054,5
Passing Yards Allowed,5,25,2254,2066,5
Passing Yards Allowed,5,26,2257,2069,5
Passing Yards Allowed,5,27,2261,2061,5
Passing Yards Allowed,5,28,2271,2047,5
Passing Yards Allowed,5,29,2273,2038,5
Passing Yards Allowed,5,30,2285,2037,5
Passing Yards Allowed,5,31,2285,2050,5
Passing Yards Allowed,5,32,2286,2026,5
Passing Yards Allowed,5,33,2302,2036,5
Passing Yards Allowed,5,34,2305,2039,5
Passing Yards Allowed,5,35,2308,2046,5
Passing Yards Allowed,5,36,2317,2059,5
Passing Yards Allowed,5,37,2319,2058,5
Passing Yards Allowed,5,38,2340,2030,5
Passing Yards Allowed,5,39,2342,2021,5
Passing Yards Allowed,5,40,2346,2028,5
Passing Yards Allowed,5,41,2369,2048,5
Passing Yards Allowed,5,42,2383,2067,5
Passing Yards Allowed,5,43,2389,2065,5
Passing Yards Allowed,5,44,2390,2024,5
Passing Yards Allowed,5,45,2433,2045,5
Passing Yards Allowed,5,46,2478,2063,5
Passing Yards Allowed,5,47,2519,2041,5
Passing Yards Allowed,5,48,2559,2040,5
Passing Yards Allowed,5,49,2586,2023,5
Rushing Yards,5,0,1570,2048,5
Rushing Yards,5,1,1496,2047,5
Rushing Yards,5,2,1436,2045,5
Rushing Yards,5,3,1391,2049,5
Rushing Yards,5,4,1346,2042,5
Rushing Yards,5,5,1341,2025,5
Rushing Yards,5,6,1328,2052,5
Rushing Yards,5,7,1326,2028,5
Rushing Yards,5,8,1293,2050,5
Rushing Yards,5,9,1256,2040,5
Rushing Yards,5,10,1242,2034,5
Rushing Yards,5,11,1206,2031,5
Rushing Yards,5,12,1205,2064,5
Rushing Yards,5,13,1203,2024,5
Rushing Yards,5,14,1190,2065,5
Rushing Yards,5,15,1188,2046,5
Rushing Yards,5,16,1183,2023,5
Rushing Yards,5,17,1176,2044,5
Rushing Yards,5,18,1176,2056,5
Rushing Yards,5,19,1171,2032,5
Rushing Yards,5,20,1170,2027,5
Rushing Yards,5,21,1169,2043,5
Rushing Yards,5,22,1152,2033,5
Rushing Yards,5,23,1140,2041,5
Rushing Yards,5,24,1137,2021,5
Rushing Yards,5,25,1108,2053,5
Rushing Yards,5,26,1070,2058,5
Rushing Yards,5,27,1056,2068,5
Rushing Yards,5,28,1040,2029,5
Rushing Yards,5,29,1023,2055,5
Rushing Yards,5,30,1018,2061,5
Rushing Yards,5,31,1017,2051,5
Rushing Yards,5,32,1016,2057,5
Rushing Yards,5,33,999,2022,5
Rushing Yards,5,34,994,2035,5
Rushing Yards,5,35,993,2037,5
Rushing Yards,5,36,988,2059,5
Rushing Yards,5,37,973,2030,5
Rushing Yards,5,38,958,2060,5
Rushing Yards,5,39,938,2062,5
Rushing Yards,5,40,909,2026,5
Rushing Yards,5,41,902,2067,5
Rushing Yards,5,42,901,2054,5
Rushing Yards,5,43,898,2063,5
Rushing Yards,5,44,876,2020,5
Rushing Yards,5,45,841,2066,5
Rushing Yards,5,46,809,2069,5
Rushing Yards,5,47,785,2039,5
Rushing Yards,5,48,697,2036,5
Rushing Yards,5,49,680,2038,5
Rushing Yards Allowed,5,0,870,2052,5
Rushing Yards Allowed,5,1,895,2054,5
Rushing Yards Allowed,5,2,908,2051,5
Rushing Yards Allowed,5,3,936,2048,5
Rushing Yards Allowed,5,4,946,2047,5
Rushing Yards Allowed,5,5,1006,2034,5
Rushing Yards Allowed,5,6,1006,2041,5
Rushing Yards Allowed,5,7,1020,2021,5
Rushing Yards Allowed,5,8,1021,2042,5
Rushing Yards Allowed,5,9,1063,2020,5
Rushing Yards Allowed,5,10,1093,2023,5
Rushing Yards Allowed,5,11,1101,2040,5
Rushing Yards Allowed,5,12,1106,2050,5
Rushing Yards Allowed,5,13,1113,2028,5
Rushing Yards Allowed,5,14,1116,2062,5
Rushing Yards Allowed,5,15,1118,2046,5
Rushing Yards Allowed,5,16,1123,2044,5
Rushing Yards Allowed,5,17,1126,2069,5
Rushing Yards Allowed,5,18,1127,2056,5
Rushing Yards Allowed,5,19,1145,2033,5
Rushing Yards Allowed,5,20,1145,2064,5
Rushing Yards Allowed,5,21,1146,2031,5
Rushing Yards Allowed,5,22,1180,2045,5
Rushing Yards Allowed,5,23,1181,2068,5
Rushing Yards Allowed,5,24,1190,2037,5
Rushing Yards Allowed,5,25,1198,2057,5
Rushing Yards Allowed,5,26,1200,2038,5
Rushing Yards Allowed,5,27,1212,2065,5
Rushing Yards Allowed,5,28,1223,2025,5
Rushing Yards Allowed,5,29,1226,2024,5
Rushing Yards Allowed,5,30,1243,2022,5
Rushing Yards Allowed,5,31,1258,2032,5
Rushing Yards Allowed,5,32,1314,2027,5
Rushing Yards Allowed,5,33,1331,2053,5
Rushing Yards Allowed,5,34,1336,2049,5
Rushing Yards Allowed,5,35,1339,2043,5
Rushing Yards Allowed,5,36,1340,2029,5
Rushing Yards Allowed,5,37,1343,2026,5
Rushing Yards Allowed,5,38,1360,2039,5
Rushing Yards Allowed,5,39,1362,2035,5
Rushing Yards Allowed,5,40,1364,2055,5
Rushing Yards Allowed,5,41,1373,2058,5
Rushing Yards Allowed,5,42,1374,2063,5
Rushing Yards Allowed,5,43,1412,2030,5
Rushing Yards Allowed,5,44,1445,2059,5
Rushing Yards Allowed,5,45,1445,2066,5
Rushing Yards Allowed,5,46,1448,2036,5
Rushing Yards Allowed,5,47,1466,2060,5
Rushing Yards Allowed,5,48,1478,2061,5
Rushing Yards Allowed,5,49,1599,2067,5
Total Yards,5,0,3858,2047,5
Total Yards,5,1,3710,2026,5
Total Yards,5,2,3676,2048,5
Total Yards,5,3,3630,2056,5
Total Yards,5,4,3618,2052,5
Total Yards,5,5,3598,2064,5
Total Yards,5,6,3595,2023,5
Total Yards,5,7,3542,2025,5
Total Yards,5,8,3528,2044,5
Total Yards,5,9,3525,2027,5
Total Yards,5,10,3488,2045,5
Total Yards,5,11,3484,2029,5
Total Yards,5,12,3474,2042,5
Total Yards,5,13,3458,2028,5
Total Yards,5,14,3451,2024,5
Total Yards,5,15,3438,2040,5
Total Yards,5,16,3436,2049,5
Total Yards,5,17,3377,2058,5
Total Yards,5,18,3352,2059,5
Total Yards,5,19,3341,2022,5
Total Yards,5,20,3323,2050,5
Total Yards,5,21,3303,2065,5
Total Yards,5,22,3294,2034,5
Total Yards,5,23,3285,2051,5
Total Yards,5,24,3250,2067,5
Total Yards,5,25,3234,2041,5
Total Yards,5,26,3225,2043,5
Total Yards,5,27,3208,2055,5
Total Yards,5,28,3198,2068,5
Total Yards,5,29,3185,2032,5
Total Yards,5,30,3169,2021,5
Total Yards,5,31,3141,2046,5
Total Yards,5,32,3125,2037,5
Total Yards,5,33,3124,2066,5
Total Yards,5,34,3100,2062,5
Total Yards,5,35,3081,2061,5
Total Yards,5,36,3075,2069,5
Total Yards,5,37,3063,2030,5
Total Yards,5,38,3023,2057,5
Total Yards,5,39,3019,2033,5
Total Yards,5,40,3014,2060,5
Total Yards,5,41,2983,2054,5
Total Yards,5,42,2971,2031,5
Total Yards,5,43,2967,2063,5
Total Yards,5,44,2953,2053,5
Total Yards,5,45,2905,2020,5
Total Yards,5,46,2744,2035,5
Total Yards,5,47,2715,2038,5
Total Yards,5,48,2699,2039,5
Total Yards,5,49,2676,2036,5
Total Yards Allowed,5,0,3053,2052,5
Total Yards Allowed,5,1,3125,2051,5
Total Yards Allowed,5,2,3142,2054,5
Total Yards Allowed,5,3,3150,2020,5
Total Yards Allowed,5,4,3186,2064,5
Total Yards Allowed,5,5,3187,2034,5
Total Yards Allowed,5,6,3218,2047,5
Total Yards Allowed,5,7,3238,2056,5
Total Yards Allowed,5,8,3240,2042,5
Total Yards Allowed,5,9,3262,2062,5
Total Yards Allowed,5,10,3283,2044,5
Total Yards Allowed,5,11,3306,2048,5
Total Yards Allowed,5,12,3321,2031,5
Total Yards Allowed,5,13,3323,2057,5
Total Yards Allowed,5,14,3327,2033,5
Total Yards Allowed,5,15,3327,2043,5
Total Yards Allowed,5,16,3346,2068,5
Total Yards Allowed,5,17,3362,2021,5
Total Yards Allowed,5,18,3384,2069,5
Total Yards Allowed,5,19,3387,2022,5
Total Yards Allowed,5,20,3391,2050,5
Total Yards Allowed,5,21,3416,2027,5
Total Yards Allowed,5,22,3423,2049,5
Total Yards Allowed,5,23,3426,2046,5
Total Yards Allowed,5,24,3440,2025,5
Total Yards Allowed,5,25,3460,2028,5
Total Yards Allowed,5,26,3471,2032,5
Total Yards Allowed,5,27,3473,2038,5
Total Yards Allowed,5,28,3475,2037,5
Total Yards Allowed,5,29,3486,2055,5
Total Yards Allowed,5,30,3506,2053,5
Total Yards Allowed,5,31,3525,2041,5
Total Yards Allowed,5,32,3565,2029,5
Total Yards Allowed,5,33,3588,2035,5
Total Yards Allowed,5,34,3601,2065,5
Total Yards Allowed,5,35,3613,2045,5
Total Yards Allowed,5,36,3616,2024,5
Total Yards Allowed,5,37,3629,2026,5
Total Yards Allowed,5,38,3661,2040,5
Total Yards Allowed,5,39,3665,2039,5
Total Yards Allowed,5,40,3668,2060,5
Total Yards Allowed,5,41,3680,2023,5
Total Yards Allowed,5,42,3692,2058,5
Total Yards Allowed,5,43,3699,2066,5
Total Yards Allowed,5,44,3740,2061,5
Total Yards Allowed,5,45,3750,2036,5
Total Yards Allowed,5,46,3753,2030,5
Total Yards Allowed,5,47,3763,2059,5
Total Yards Allowed,5,48,3852,2063,5
Total Yards Allowed,5,49,3982,2067,5
Pass Attempts,5,0,412,2060,5
Pass Attempts,5,1,389,2024,5
Pass Attempts,5,2,389,2027,5
Pass Attempts,5,3,386,2023,5
Pass Attempts,5,4,385,2044,5
Pass Attempts,5,5,383,2051,5
Pass Attempts,5,6,380,2067,5
Pass Attempts,5,7,379,2059,5
Pass Attempts,5,8,376,2058,5
Pass Attempts,5,9,376,2069,5
Pass Attempts,5,10,375,2038,5
Pass Attempts,5,11,373,2062,5
Pass Attempts,5,12,373,2066,5
Pass Attempts,5,13,372,2036,5
Pass Attempts,5,14,372,2055,5
Pass Attempts,5,15,369,2026,5
Pass Attempts,5,16,363,2028,5
Pass Attempts,5,17,363,2039,5
Pass Attempts,5,18,363,2063,5
Pass Attempts,5,19,361,2030,5
Pass Attempts,5,20,361,2047,5
Pass Attempts,5,21,361,2068,5
Pass Attempts,5,22,360,2065,5
Pass Attempts,5,23,356,2029,5
Pass Attempts,5,24,355,2033,5
Pass Attempts,5,25,355,2053,5
Pass Attempts,5,26,355,2061,5
Pass Attempts,5,27,353,2054,5
Pass Attempts,5,28,352,2043,5
Pass Attempts,5,29,351,2020,5
Pass Attempts,5,30,351,2064,5
Pass Attempts,5,31,350,2032,5
Pass Attempts,5,32,350,2034,5
Pass Attempts,5,33,349,2056,5
Pass Attempts,5,34,346,2049,5
Pass Attempts,5,35,346,2057,5
Pass Attempts,5,36,345,2050,5
Pass Attempts,5,37,344,2021,5
Pass Attempts,5,38,344,2045,5
Pass Attempts,5,39,339,2035,5
Pass Attempts,5,40,339,2042,5
Pass Attempts,5,41,339,2046,5
Pass Attempts,5,42,336,2031,5
Pass Attempts,5,43,335,2041,5
Pass Attempts,5,44,335,2052,5
Pass Attempts,5,45,334,2037,5
Pass Attempts,5,46,326,2025,5
Pass Attempts,5,47,325,2022,5
Pass Attempts,5,48,320,2048,5
Pass Attempts,5,49,319,2040,5
Rush Attempts,5,0,315,2048,5
Rush Attempts,5,1,305,2042,5
Rush Attempts,5,2,303,2047,5
Rush Attempts,5,3,293,2041,5
Rush Attempts,5,4,291,2045,5
Rush Attempts,5,5,290,2046,5
Rush Attempts,5,6,290,2056,5
Rush Attempts,5,7,288,2025,5
Rush Attempts,5,8,285,2021,5
Rush Attempts,5,9,283,2028,5
Rush Attempts,5,10,283,2049,5
Rush Attempts,5,11,282,2052,5
Rush Attempts,5,12,281,2040,5
Rush Attempts,5,13,280,2031,5
Rush Attempts,5,14,278,2050,5
Rush Attempts,5,15,277,2034,5
Rush Attempts,5,16,274,2064,5
Rush Attempts,5,17,272,2043,5
Rush Attempts,5,18,271,2057,5
Rush Attempts,5,19,268,2022,5
Rush Attempts,5,20,268,2023,5
Rush Attempts,5,21,267,2058,5
Rush Attempts,5,22,266,2051,5
Rush Attempts,5,23,266,2062,5
Rush Attempts,5,24,265,2035,5
Rush Attempts,5,25,262,2037,5
Rush Attempts,5,26,261,2032,5
Rush Attempts,5,27,261,2044,5
Rush Attempts,5,28,261,2054,5
Rush Attempts,5,29,259,2065,5
Rush Attempts,5,30,255,2033,5
Rush Attempts,5,31,254,2027,5
Rush Attempts,5,32,253,2029,5
Rush Attempts,5,33,251,2020,5
Rush Attempts,5,34,251,2024,5
Rush Attempts,5,35,246,2053,5
Rush Attempts,5,36,241,2068,5
Rush Attempts,5,37,239,2038,5
Rush Attempts,5,38,239,2059,5
Rush Attempts,5,39,239,2069,5
Rush Attempts,5,40,233,2030,5
Rush Attempts,5,41,230,2055,5
Rush Attempts,5,42,230,2061,5
Rush Attempts,5,43,227,2063,5
Rush Attempts,5,44,227,2066,5
Rush Attempts,5,45,226,2026,5
Rush Attempts,5,46,221,2039,5
Rush Attempts,5,47,221,2067,5
Rush Attempts,5,48,216,2060,5
Rush Attempts,5,49,214,2036,5
Points Scored,6,0,285,2047,6
Points Scored,6,1,272,2063,6
Points Scored,6,2,267,2065,6
Points Scored,6,3,265,2027,6
Points Scored,6,4,245,2032,6
Points Scored,6,5,245,2066,6
Points Scored,6,6,243,2026,6
Points Scored,6,7,238,2024,6
Points Scored,6,8,238,2044,6
Points Scored,6,9,235,2025,6
Points Scored,6,10,233,2023,6
Points Scored,6,11,233,2028,6
Points Scored,6,12,228,2061,6
Points Scored,6,13,228,2067,6
Points Scored,6,14,226,2057,6
Points Scored,6,15,226,2058,6
Points Scored,6,16,224,2021,6
Points Scored,6,17,221,2022,6
Points Scored,6,18,218,2037,6
Points Scored,6,19,216,2041,6
Points Scored,6,20,216,2045,6
Points Scored,6,21,215,2062,6
Points Scored,6,22,211,2068,6
Points Scored,6,23,210,2060,6
Points Scored,6,24,206,2046,6
Points Scored,6,25,206,2050,6
Points Scored,6,26,205,2043,6
Points Scored,6,27,204,2033,6
Points Scored,6,28,202,2030,6
Points Scored,6,29,197,2048,6
Points Scored,6,30,196,2069,6
Points Scored,6,31,193,2042,6
Points Scored,6,32,192,2064,6
Points Scored,6,33,190,2052,6
Points Scored,6,34,188,2031,6
Points Scored,6,35,185,2049,6
Points Scored,6,36,183,2020,6
Points Scored,6,37,172,2036,6
Points Scored,6,38,169,2059,6
Points Scored,6,39,168,2053,6
Points Scored,6,40,163,2056,6
Points Scored,6,41,161,2040,6
Points Scored,6,42,157,2029,6
Points Scored,6,43,153,2039,6
Points Scored,6,44,153,2051,6
Points Scored,6,45,152,2038,6
Points Scored,6,46,146,2034,6
Points Scored,6,47,130,2055,6
Points Scored,6,48,121,2035,6
Points Scored,6,49,121,2054,6
Points Allowed,6,0,154,2053,6
Points Allowed,6,1,158,2027,6
Points Allowed,6,2,168,2041,6
Points Allowed,6,3,168,2048,6
Points Allowed,6,4,171,2042,6
Points Allowed,6,5,172,2025,6
Points Allowed,6,6,174,2034,6
Points Allowed,6,7,174,2058,6
Points Allowed,6,8,175,2057,6
Points Allowed,6,9,176,2063,6
Points Allowed,6,10,178,2037,6
Points Allowed,6,11,180,2047,6
Points Allowed,6,12,183,2061,6
Points Allowed,6,13,186,2068,6
